CustomerID,Gender,Age,Region,Tenure,SubscriptionType,MonthlyCharges,TotalSpend,NumOfPurchases,EngagementScore,CustomerSatisfaction,SupportTickets,PaymentMethod,AutoRenewal,Churn
CUST00801,Female,66,West,27,Standard,20.14,664.86,80,82,4,0,PayPal,1,0
CUST00802,Male,60,East,47,Standard,113.92,1279.46,81,98,1,0,Auto-Debit,1,1
CUST00803,Female,25,North,49,Premium,65.48,4822.13,29,15,5,0,Credit Card,1,0
CUST00804,Female,59,South,32,Standard,30.21,1808.68,84,15,5,0,UPI,1,0
CUST00805,Male,29,West,42,Standard,87.42,1488.68,36,47,2,2,PayPal,1,0
CUST00806,Female,59,West,52,Basic,109.59,2225.17,47,88,3,1,Auto-Debit,1,0
CUST00807,Female,30,South,29,Standard,63.81,1596.42,88,95,5,0,UPI,0,0
CUST00808,Female,43,South,41,Basic,89.14,637.66,43,54,3,0,UPI,1,0
CUST00809,Male,35,East,48,Standard,117.94,1198.21,52,27,2,3,Auto-Debit,0,0
CUST00810,Male,59,West,32,Basic,44.07,3272.77,53,72,2,2,PayPal,1,0
CUST00811,Other,68,East,24,Basic,102.04,1271.28,68,81,3,2,UPI,1,0
CUST00812,Female,69,South,3,Basic,49.52,3308.8,5,22,4,1,Credit Card,0,0
CUST00813,Male,66,East,54,Basic,62.63,680.39,83,29,3,1,UPI,1,0
CUST00814,Female,37,West,27,Premium,48.18,401.01,48,60,5,1,PayPal,1,0
CUST00815,Female,33,North,9,Basic,64.6,4335.52,24,95,3,0,PayPal,0,0
CUST00816,Female,54,North,40,Premium,20.51,3848.13,1,87,5,1,Credit Card,1,0
CUST00817,Female,20,West,23,Standard,50.34,3396.93,99,74,5,2,Credit Card,0,0
CUST00818,Male,44,East,7,Standard,64.53,348.32,2,25,5,1,UPI,1,0
CUST00819,Male,32,South,17,Basic,83.22,1348.9,10,10,4,2,PayPal,1,0
CUST00820,Male,51,South,37,Premium,83.74,4099.11,63,19,4,1,PayPal,0,0
CUST00821,Female,62,North,7,Basic,78.38,894.4,59,43,2,1,Credit Card,1,0
CUST00822,Male,39,East,30,Standard,49.3,4101.7,6,17,1,3,UPI,1,0
CUST00823,Male,57,South,13,Standard,114.74,3004.32,84,33,4,3,Credit Card,1,0
CUST00824,Male,40,South,18,Standard,59.2,3753.77,83,99,4,1,Credit Card,0,0
CUST00825,Female,66,West,31,Basic,41.69,3293.63,48,3,2,0,Auto-Debit,1,0
CUST00826,Female,21,East,22,Standard,75.45,2201.55,36,84,2,0,Credit Card,1,0
CUST00827,Male,68,East,14,Premium,94.89,1601.49,48,89,2,1,PayPal,1,0
CUST00828,Male,58,South,18,Premium,21.22,3429.1,29,13,3,0,PayPal,0,1
CUST00829,Female,40,East,35,Premium,47.63,4073.18,41,89,5,3,Auto-Debit,1,0
CUST00830,Male,64,East,17,Basic,102.5,414.72,88,12,4,2,PayPal,1,0
CUST00831,Male,26,East,19,Basic,70.7,2023.56,73,89,5,1,PayPal,1,0
CUST00832,Male,41,West,31,Basic,60.85,1883.5,32,40,1,0,Auto-Debit,1,0
CUST00833,Male,38,South,39,Premium,113.09,2885.46,5,78,2,0,UPI,1,0
CUST00834,Male,58,North,53,Basic,28.95,746.84,85,90,1,4,Auto-Debit,0,0
CUST00835,Female,63,East,36,Standard,81.56,4680.41,17,56,2,0,PayPal,0,0
CUST00836,Male,33,South,15,Premium,54.22,2832.85,24,86,2,0,Auto-Debit,1,0
CUST00837,Female,42,North,29,Standard,27.08,4634.01,91,21,1,0,UPI,1,0
CUST00838,Male,43,West,56,Standard,41.37,4121.32,82,9,5,0,PayPal,0,0
CUST00839,Female,66,South,40,Basic,82.79,1119.87,86,68,1,3,PayPal,0,0
CUST00840,Female,62,West,16,Standard,22.83,835.23,6,67,3,1,Auto-Debit,0,0
CUST00841,Male,26,South,33,Premium,79.22,4334,28,49,4,2,Auto-Debit,0,0
CUST00842,Female,32,West,25,Standard,115.69,2773.28,20,99,4,0,PayPal,1,0
CUST00843,Male,56,South,16,Basic,99.51,294.77,80,15,5,1,PayPal,1,0
CUST00844,Other,50,West,30,Basic,54.56,4684.29,19,95,5,1,Auto-Debit,0,0
CUST00845,Male,18,North,57,Basic,33.82,2470.54,8,10,5,0,UPI,0,0
CUST00846,Male,22,South,34,Standard,66.51,1644.49,18,96,1,1,Credit Card,1,0
CUST00847,Male,26,North,2,Basic,59.3,2679.67,37,98,1,0,Credit Card,1,0
CUST00848,Other,61,East,40,Standard,117.17,4150.01,61,67,1,1,Credit Card,0,0
CUST00849,Female,23,North,44,Standard,118.99,729.41,45,86,2,1,PayPal,0,0
CUST00850,Female,45,South,43,Standard,61.06,1922.88,95,66,1,0,Credit Card,1,0
CUST00851,Male,62,North,38,Basic,34.88,1730.56,38,19,4,1,Auto-Debit,1,0
CUST00852,Female,43,South,51,Standard,111.06,4230.32,2,64,4,1,UPI,1,0
CUST00853,Male,45,West,18,Standard,99.35,3936.64,55,32,2,0,UPI,1,0
CUST00854,Female,57,East,5,Basic,71.13,2120.5,96,9,1,0,UPI,1,0
CUST00855,Male,32,North,47,Premium,56.54,3389.54,15,66,1,0,Auto-Debit,1,0
CUST00856,Male,23,East,40,Basic,64.82,2093.34,59,54,3,1,Credit Card,1,0
CUST00857,Male,44,North,6,Standard,110.19,2942.31,75,31,3,3,UPI,1,0
CUST00858,Male,55,South,12,Basic,38.46,4957.83,5,44,4,1,PayPal,1,0
CUST00859,Female,21,North,51,Standard,100.68,2770.76,93,58,5,1,UPI,1,0
CUST00860,Male,28,East,12,Standard,21.82,4945.16,84,30,4,2,Auto-Debit,0,0
CUST00861,Female,38,North,12,Basic,112.06,3786.56,20,84,2,3,Credit Card,1,0
CUST00862,Male,47,East,9,Standard,70.03,779.47,82,87,1,3,Credit Card,1,0
CUST00863,Female,35,East,56,Standard,42.67,4020.64,12,87,3,0,Auto-Debit,0,0
CUST00864,Male,52,South,42,Standard,20.29,974.17,57,51,4,0,Auto-Debit,0,0
CUST00865,Male,20,West,22,Basic,75.95,2755.18,81,9,2,0,Credit Card,0,0
CUST00866,Female,29,West,49,Basic,44.45,3143.58,68,5,5,1,Credit Card,0,0
CUST00867,Male,44,North,50,Standard,83.13,4482.71,19,91,4,0,UPI,1,0
CUST00868,Male,47,East,16,Basic,48.12,1210.04,87,0,1,0,UPI,0,1
CUST00869,Female,38,South,4,Standard,28.8,4404.52,27,45,1,0,PayPal,1,0
CUST00870,Female,55,West,50,Basic,70.51,4685.57,53,73,3,1,UPI,1,0
CUST00871,Male,38,South,3,Basic,76.45,629.54,42,29,2,1,Auto-Debit,0,0
CUST00872,Male,55,South,16,Premium,65.26,4449.37,45,78,5,1,Auto-Debit,1,0
CUST00873,Female,57,East,14,Standard,65.8,1444.06,78,77,5,0,PayPal,0,0
CUST00874,Male,32,North,56,Standard,78.97,588.8,68,62,2,1,Auto-Debit,1,0
CUST00875,Male,35,East,41,Premium,72.64,4801.16,68,87,3,1,Credit Card,1,0
CUST00876,Male,69,West,38,Standard,33.26,2082.58,24,62,1,2,Auto-Debit,1,0
CUST00877,Female,46,West,4,Standard,39.71,3190.32,87,73,5,1,Auto-Debit,1,0
CUST00878,Female,65,South,59,Premium,34.18,2853.79,36,89,2,1,PayPal,1,0
CUST00879,Male,55,East,2,Standard,89.33,1223.27,75,0,3,2,UPI,1,1
CUST00880,Male,38,East,55,Standard,72.86,3413.92,97,19,1,1,Credit Card,1,0
CUST00881,Male,34,South,10,Standard,62.99,421.35,5,28,2,2,UPI,0,0
CUST00882,Female,58,North,11,Premium,99.83,1174.86,27,33,3,1,Credit Card,1,0
CUST00883,Male,68,South,39,Basic,52.58,4734.39,37,65,4,0,PayPal,1,0
CUST00884,Male,35,South,26,Basic,76.81,4776.84,27,65,2,3,UPI,1,0
CUST00885,Female,54,West,57,Basic,27.44,2516.74,95,1,5,1,Credit Card,1,0
CUST00886,Male,55,East,37,Basic,94.44,1011.54,76,71,2,1,UPI,1,0
CUST00887,Female,29,West,26,Basic,89.52,2223.78,47,53,1,0,Credit Card,1,0
CUST00888,Male,28,South,4,Premium,100.24,4409.94,64,88,2,0,UPI,0,0
CUST00889,Male,65,East,26,Standard,108.45,537.32,6,17,1,1,PayPal,1,0
CUST00890,Male,69,South,38,Basic,95.8,813.77,76,80,3,1,UPI,0,0
CUST00891,Female,66,South,28,Standard,104.45,4499.13,56,29,4,2,Auto-Debit,1,1
CUST00892,Female,37,North,2,Standard,54.57,2193.84,14,7,1,0,Auto-Debit,1,0
CUST00893,Female,26,West,2,Standard,54.33,600.6,22,41,3,0,UPI,1,0
CUST00894,Male,18,West,16,Basic,114.43,868.2,55,28,3,0,Credit Card,0,0
CUST00895,Female,20,South,57,Premium,111.46,4435.75,75,50,4,2,UPI,0,0
CUST00896,Male,38,North,23,Basic,74.85,2552.5,52,82,5,2,PayPal,0,0
CUST00897,Male,40,South,23,Basic,56.66,982.37,56,100,5,1,UPI,1,0
CUST00898,Female,26,South,13,Basic,106.6,4491.49,77,23,2,1,Credit Card,1,0
CUST00899,Male,36,South,21,Standard,52.34,4257.34,6,81,5,1,UPI,0,0
CUST00900,Male,62,North,39,Standard,35.36,310.51,20,9,2,0,Auto-Debit,1,0
CUST00901,Male,63,East,25,Basic,83.95,2988.75,54,15,1,3,PayPal,1,0
CUST00902,Male,69,North,58,Basic,24.26,1372.82,2,49,1,0,UPI,1,0
CUST00903,Male,36,South,37,Standard,57.91,2759.05,75,40,2,2,Credit Card,1,0
CUST00904,Female,40,East,57,Standard,100.77,1540.49,72,53,4,3,UPI,1,0
CUST00905,Male,44,South,49,Basic,49.52,1716.21,30,43,4,0,PayPal,1,0
CUST00906,Female,44,North,13,Premium,113.13,3088.89,91,59,5,0,Auto-Debit,1,0
CUST00907,Female,56,North,15,Premium,115.58,2786.52,54,68,1,2,Auto-Debit,1,0
CUST00908,Male,53,East,28,Basic,101.58,2096.92,4,78,1,0,Auto-Debit,1,0
CUST00909,Male,29,North,3,Standard,118.76,716.33,71,22,4,1,UPI,0,0
CUST00910,Male,44,South,23,Basic,73.08,4853.23,47,94,3,0,Credit Card,1,0
CUST00911,Female,63,East,4,Standard,76.92,1038.11,88,93,4,0,PayPal,1,0
CUST00912,Male,51,West,47,Standard,103.62,3238.96,96,70,4,1,UPI,1,0
CUST00913,Female,50,South,50,Basic,69.28,597.17,19,19,3,0,PayPal,1,0
CUST00914,Male,45,West,3,Standard,60.67,3503.9,42,38,5,1,Credit Card,0,0
CUST00915,Female,48,East,39,Premium,81.48,655.23,99,2,2,3,Auto-Debit,1,0
CUST00916,Male,49,East,8,Basic,85.77,1301.64,42,2,5,1,PayPal,1,0
CUST00917,Male,67,South,43,Basic,95.09,3305.53,51,30,3,1,PayPal,0,0
CUST00918,Female,37,North,25,Basic,86.82,1558.09,3,6,3,0,PayPal,1,0
CUST00919,Female,57,South,54,Standard,94.57,2757.68,82,0,5,2,Credit Card,0,0
CUST00920,Male,52,North,58,Standard,87.46,797.63,37,55,2,1,PayPal,1,1
CUST00921,Female,48,North,41,Standard,68.04,1171.52,22,26,5,1,UPI,1,0
CUST00922,Female,48,South,52,Standard,33.49,3722.12,33,64,1,0,PayPal,1,0
CUST00923,Female,55,East,12,Standard,98.54,368.67,98,69,1,2,UPI,1,0
CUST00924,Female,39,South,5,Standard,23.08,736.64,49,83,1,2,PayPal,1,0
CUST00925,Male,62,West,33,Standard,119.25,1231.79,87,38,2,0,UPI,1,0
CUST00926,Male,58,East,46,Standard,102.85,296.91,54,2,2,1,Credit Card,1,0
CUST00927,Male,26,North,25,Premium,87.09,657.82,62,58,3,0,Credit Card,1,0
CUST00928,Female,69,East,25,Basic,116.66,1550.68,35,1,4,0,PayPal,1,0
CUST00929,Female,26,South,57,Basic,81.25,646,29,46,2,3,UPI,1,0
CUST00930,Male,32,East,35,Basic,25.64,4357.37,66,95,4,0,PayPal,0,0
CUST00931,Male,30,North,15,Premium,75.94,517.15,50,19,1,0,Auto-Debit,1,0
CUST00932,Female,39,North,42,Standard,47.72,4332.72,14,99,1,1,Auto-Debit,1,0
CUST00933,Other,33,East,26,Basic,56.95,4149.73,48,26,4,2,PayPal,1,0
CUST00934,Female,49,West,10,Premium,65.96,683.66,44,83,5,1,Auto-Debit,1,0
CUST00935,Male,19,North,24,Premium,97.46,320.92,72,18,3,0,PayPal,0,1
CUST00936,Male,43,West,35,Premium,70.29,439.96,1,54,3,1,UPI,0,0
CUST00937,Male,31,North,29,Basic,67.47,3033.81,28,62,5,0,UPI,1,0
CUST00938,Female,55,East,38,Premium,50.2,3417.7,3,84,4,0,PayPal,0,0
CUST00939,Male,51,North,5,Basic,73.99,3179.14,71,42,4,0,Credit Card,1,0
CUST00940,Female,25,West,24,Basic,44.84,2799.09,98,83,2,2,Credit Card,0,0
CUST00941,Male,53,West,19,Basic,46.1,1038.48,48,4,1,1,Auto-Debit,1,1
CUST00942,Female,38,East,46,Standard,95.73,4236.58,32,19,1,3,Credit Card,1,0
CUST00943,Female,63,West,49,Basic,54.25,1772.26,9,75,4,1,UPI,1,0
CUST00944,Female,60,West,44,Standard,25.14,4933.66,99,60,2,1,Auto-Debit,1,0
CUST00945,Male,45,East,9,Premium,54.37,2047.32,57,61,2,0,UPI,1,0
CUST00946,Male,63,North,26,Basic,83.86,1462.42,83,73,3,2,PayPal,1,0
CUST00947,Male,61,East,25,Basic,101.4,4492.4,46,62,3,1,UPI,1,0
CUST00948,Female,65,North,35,Basic,116.19,2923.59,58,21,4,2,PayPal,0,0
CUST00949,Female,23,North,50,Premium,94.62,3664.88,56,37,3,1,Credit Card,0,0
CUST00950,Female,37,North,36,Basic,62.89,2160.31,15,91,2,0,PayPal,1,0
CUST00951,Female,48,South,14,Standard,49.91,4457.19,95,11,5,0,UPI,0,0
CUST00952,Female,50,North,56,Basic,32.96,4605.08,61,73,1,0,Credit Card,1,0
CUST00953,Male,61,East,6,Premium,82.77,2296.49,16,60,4,1,Auto-Debit,0,0
CUST00954,Female,24,East,32,Basic,70.99,1355.47,46,98,3,1,UPI,1,0
CUST00955,Male,25,East,26,Standard,87.77,3308.82,71,47,3,2,Credit Card,0,0
CUST00956,Male,26,South,15,Standard,43.71,4782,35,100,2,1,Auto-Debit,1,1
CUST00957,Female,19,West,49,Premium,52.36,3187.74,93,16,3,0,Auto-Debit,0,0
CUST00958,Male,34,South,31,Basic,49.21,4780.27,66,90,1,1,UPI,0,0
CUST00959,Male,69,East,56,Standard,99.77,1850.28,57,51,4,0,Auto-Debit,0,0
CUST00960,Female,62,East,37,Basic,37.12,4592.38,34,45,3,1,Auto-Debit,1,0
CUST00961,Male,54,West,38,Premium,80.85,740.32,99,55,5,0,UPI,0,0
CUST00962,Female,59,South,53,Standard,25.14,1922.41,31,28,5,1,Credit Card,1,0
CUST00963,Male,61,East,58,Standard,74.95,2573.46,12,89,4,2,Credit Card,1,0
CUST00964,Male,34,North,37,Standard,26.39,3334.93,65,72,5,0,Credit Card,0,0
CUST00965,Male,55,North,19,Basic,37.59,1611.87,47,50,5,2,Auto-Debit,1,0
CUST00966,Male,52,East,14,Basic,31.3,4636.35,93,75,3,0,PayPal,1,0
CUST00967,Female,64,North,36,Standard,54.67,4536.78,65,25,5,1,PayPal,1,0
CUST00968,Male,56,West,37,Premium,54.37,4036.82,1,96,3,2,UPI,1,0
CUST00969,Female,47,East,11,Basic,102.64,748.94,79,95,1,0,UPI,1,0
CUST00970,Male,23,South,27,Premium,42.57,575.8,67,74,2,0,Credit Card,1,0
CUST00971,Female,21,East,2,Basic,28.64,2591.03,14,28,3,2,Auto-Debit,1,0
CUST00972,Female,68,West,22,Premium,80.35,3873.65,54,58,2,0,UPI,1,0
CUST00973,Female,54,South,2,Basic,88.75,791.53,10,7,3,1,Credit Card,1,0
CUST00974,Male,52,West,20,Basic,49.48,3278.9,67,24,3,1,Auto-Debit,1,0
CUST00975,Male,26,North,44,Standard,80.28,2733.71,84,83,4,0,Credit Card,1,0
CUST00976,Male,23,North,48,Standard,97.61,3684.75,50,20,3,0,UPI,1,0
CUST00977,Female,30,North,17,Standard,54.76,2289.8,91,3,5,0,Credit Card,0,0
CUST00978,Male,39,West,4,Standard,72.54,3527.82,36,35,5,2,UPI,1,0
CUST00979,Female,45,West,14,Standard,34.66,966.12,11,42,3,0,Auto-Debit,0,0
CUST00980,Female,47,East,7,Basic,22.36,1230.05,3,92,1,1,Auto-Debit,1,0
CUST00981,Male,69,South,15,Basic,118.14,4536,88,82,5,0,Auto-Debit,0,0
CUST00982,Female,53,South,30,Basic,49.97,1781,39,25,2,3,Credit Card,1,0
CUST00983,Male,19,West,16,Standard,47.89,4930.43,10,35,1,1,Auto-Debit,0,0
CUST00984,Male,53,West,40,Standard,117.32,421.78,90,88,2,0,PayPal,0,0
CUST00985,Female,25,North,2,Standard,92.82,2580.2,51,22,3,2,Credit Card,0,0
CUST00986,Female,62,West,19,Standard,78.53,1759.94,32,91,3,1,UPI,1,0
CUST00987,Female,59,North,1,Basic,89.93,4980.63,52,40,3,3,PayPal,0,1
CUST00988,Male,67,West,31,Standard,90.99,4952.17,72,74,5,1,UPI,1,0
CUST00989,Male,26,South,55,Basic,96.33,1329.17,47,92,1,2,Credit Card,1,1
CUST00990,Female,18,East,4,Standard,26.72,1482.83,13,43,2,1,Credit Card,1,0
CUST00991,Female,30,West,27,Basic,61.28,3798.43,67,49,4,1,UPI,1,0
CUST00992,Female,67,North,58,Standard,49.51,4470.44,53,83,1,0,UPI,1,0
CUST00993,Male,32,East,56,Standard,27.06,3385.75,53,8,2,0,PayPal,1,0
CUST00994,Female,49,North,53,Standard,61.26,4350.6,15,87,4,3,PayPal,1,0
CUST00995,Male,51,North,25,Standard,81.62,503.8,53,46,1,0,PayPal,1,0
CUST00996,Male,60,East,22,Basic,37.85,3274.54,85,40,1,0,UPI,0,0
CUST00997,Female,48,East,43,Basic,50.5,3560.82,42,12,3,2,UPI,1,0
CUST00998,Male,31,East,10,Standard,83.92,1113.53,29,57,1,1,UPI,1,0
CUST00999,Female,64,West,50,Premium,77.93,3934.26,47,65,2,0,UPI,1,0
CUST01000,Male,31,East,33,Basic,106.88,4732.47,91,80,3,2,UPI,0,0
CUST01001,Male,65,West,49,Basic,99.12,4510.24,30,57,1,3,Credit Card,1,0
CUST01002,Female,46,South,48,Standard,116.56,1375.84,14,90,3,0,Credit Card,1,0
CUST01003,Female,64,South,44,Standard,79.72,1755.16,79,65,4,3,Credit Card,1,0
CUST01004,Female,36,North,30,Standard,89.85,2598.13,59,32,2,2,PayPal,1,0
CUST01005,Female,44,North,30,Premium,106.05,960.13,64,68,4,0,Auto-Debit,1,0
CUST01006,Female,26,West,16,Standard,104,4778.98,44,77,2,1,Auto-Debit,0,0
CUST01007,Female,54,North,9,Basic,91.87,975.66,14,26,5,1,Credit Card,1,0
CUST01008,Female,54,South,17,Basic,70.03,3854.83,25,49,4,0,UPI,0,0
CUST01009,Male,60,West,35,Standard,47.32,1838.86,91,58,5,2,Credit Card,1,0
CUST01010,Female,45,West,50,Standard,107.72,2953.86,44,99,3,1,UPI,1,0
CUST01011,Male,69,East,47,Basic,97.67,426.43,61,90,4,1,Credit Card,1,0
CUST01012,Other,41,West,15,Premium,103.79,1184.06,2,77,1,2,PayPal,1,0
CUST01013,Female,45,North,48,Basic,34.08,2333.08,81,78,2,0,Auto-Debit,1,0
CUST01014,Male,53,South,28,Standard,51.48,3450.52,79,26,1,2,Auto-Debit,1,0
CUST01015,Female,69,North,20,Basic,62.49,3932.3,91,58,1,0,UPI,1,0
CUST01016,Female,35,South,33,Premium,103.84,344.67,74,55,3,1,UPI,1,0
CUST01017,Male,42,East,33,Standard,109.29,931.95,43,71,3,1,Credit Card,0,0
CUST01018,Female,52,South,36,Basic,48.49,3703,9,84,1,2,Credit Card,0,0
CUST01019,Female,21,East,13,Premium,88.64,4102.67,61,33,1,1,PayPal,1,0
CUST01020,Male,31,North,4,Basic,27.78,1335.54,67,48,1,1,Auto-Debit,0,0
CUST01021,Female,56,East,23,Standard,60.96,1302.33,24,91,2,0,UPI,1,1
CUST01022,Male,43,West,8,Premium,68.67,622.54,65,87,3,2,Credit Card,1,0
CUST01023,Female,25,West,13,Standard,96.56,921.41,38,16,4,0,Credit Card,0,0
CUST01024,Other,41,South,24,Premium,109.2,238.48,70,69,3,1,UPI,1,0
CUST01025,Female,33,North,40,Premium,53.73,3031.19,5,37,1,0,PayPal,0,0
CUST01026,Male,37,North,46,Premium,72.77,4538.68,68,82,4,2,UPI,1,0
CUST01027,Female,32,South,30,Basic,84.74,917.97,67,0,4,0,UPI,1,0
CUST01028,Female,24,West,30,Basic,52.87,3806.93,30,37,4,1,PayPal,1,0
CUST01029,Male,34,East,25,Standard,118.55,2953.56,87,25,3,1,UPI,0,1
CUST01030,Female,39,South,33,Standard,107.58,4711.63,62,68,1,1,UPI,1,0
CUST01031,Male,39,East,9,Standard,49.64,4030.99,7,67,1,1,Credit Card,1,0
CUST01032,Female,29,East,26,Basic,70.79,4293.1,51,24,5,1,PayPal,1,0
CUST01033,Male,35,North,24,Premium,43.08,3267.88,32,57,2,0,Auto-Debit,1,1
CUST01034,Male,63,West,33,Premium,71.45,4094.41,74,44,3,0,PayPal,1,0
CUST01035,Male,64,East,39,Standard,88.33,1884.17,97,21,5,2,PayPal,0,0
CUST01036,Female,32,West,25,Basic,28.55,1203.28,26,47,5,1,Credit Card,1,0
CUST01037,Male,54,North,52,Basic,107.01,4580.1,43,12,5,1,Auto-Debit,0,0
CUST01038,Female,33,South,45,Basic,79.37,3724.81,62,86,3,1,PayPal,0,0
CUST01039,Male,22,South,15,Standard,118.96,635.37,31,96,2,0,UPI,1,0
CUST01040,Male,19,North,41,Premium,22.56,4361.17,94,24,4,3,UPI,0,0
CUST01041,Female,69,North,48,Basic,103.15,1874.74,23,9,2,1,UPI,0,0
CUST01042,Female,45,East,49,Standard,99.2,1631.73,64,17,2,0,Auto-Debit,0,0
CUST01043,Male,58,North,41,Standard,33.29,3191.91,93,54,1,0,PayPal,1,0
CUST01044,Female,44,South,6,Basic,53.53,2929.27,72,26,5,0,PayPal,0,0
CUST01045,Female,48,West,20,Standard,108.48,2783.63,55,55,5,1,PayPal,0,0
CUST01046,Female,58,West,44,Standard,71.85,1423.41,16,55,4,1,Auto-Debit,1,0
CUST01047,Male,53,West,16,Premium,60.13,4806.91,9,48,1,2,Credit Card,1,0
CUST01048,Male,64,West,21,Standard,110.55,4760.58,4,25,4,1,Credit Card,1,0
CUST01049,Female,60,North,15,Standard,29.33,219.98,83,1,3,1,Auto-Debit,1,0
CUST01050,Male,18,North,39,Basic,67.31,1821.57,39,73,1,0,UPI,1,0
CUST01051,Female,67,West,42,Basic,85.24,418.63,44,59,5,0,UPI,0,1
CUST01052,Female,46,North,4,Basic,80.85,4281.19,41,83,4,0,PayPal,1,0
CUST01053,Female,18,East,24,Basic,46.43,4455.29,13,37,1,0,PayPal,0,0
CUST01054,Female,25,North,3,Basic,76.33,2687.83,76,2,1,0,PayPal,1,0
CUST01055,Other,33,East,50,Basic,90.86,4230.45,73,73,2,1,Credit Card,1,0
CUST01056,Male,45,East,1,Standard,78.49,3576.13,12,91,1,1,UPI,1,0
CUST01057,Female,39,North,30,Standard,88.45,2597.95,24,82,1,1,UPI,0,0
CUST01058,Male,35,West,13,Basic,45.61,1946.29,48,80,5,3,Credit Card,1,0
CUST01059,Male,39,East,54,Basic,103.28,1477.88,77,52,3,2,Auto-Debit,1,0
CUST01060,Female,58,North,18,Standard,64.97,1445.26,99,43,4,1,PayPal,1,0
CUST01061,Female,29,South,40,Basic,118.72,2897.91,32,22,3,0,Auto-Debit,1,1
CUST01062,Other,36,West,11,Standard,22.33,1000.68,38,27,1,1,Auto-Debit,1,0
CUST01063,Female,42,South,42,Standard,58.03,1039,78,90,5,1,PayPal,1,0
CUST01064,Male,67,East,29,Basic,38.05,249.89,66,31,5,0,Auto-Debit,0,0
CUST01065,Male,22,South,4,Basic,75.56,3143.97,54,75,5,1,Auto-Debit,1,0
CUST01066,Female,51,North,25,Basic,44.32,4972.85,21,19,5,0,PayPal,0,0
CUST01067,Male,56,West,36,Basic,93.75,4468.25,31,5,2,1,Auto-Debit,1,0
CUST01068,Male,27,East,36,Premium,108.19,3587.31,64,2,1,0,UPI,1,1
CUST01069,Male,64,North,44,Basic,41.09,3970.52,52,2,2,1,UPI,0,0
CUST01070,Male,24,West,40,Standard,36.07,2200.89,35,22,2,0,Auto-Debit,1,0
CUST01071,Male,54,East,28,Standard,107.54,1630.78,16,72,1,1,Auto-Debit,1,0
CUST01072,Male,64,East,45,Basic,56.13,1969.42,40,32,5,3,PayPal,0,0
CUST01073,Male,69,East,8,Basic,63.46,590.83,90,35,4,1,Auto-Debit,0,0
CUST01074,Male,69,East,21,Premium,42.1,3242.22,38,63,5,0,Auto-Debit,1,0
CUST01075,Other,32,South,35,Premium,62.53,1039.35,57,11,5,1,Credit Card,1,0
CUST01076,Male,59,South,44,Basic,43.13,3861.82,3,61,2,1,PayPal,0,1
CUST01077,Male,41,South,18,Basic,86.59,1111.89,37,25,3,3,Auto-Debit,1,0
CUST01078,Female,43,East,47,Standard,69.89,1295,2,36,5,2,Credit Card,1,0
CUST01079,Male,43,South,25,Basic,98.81,4795.07,86,47,1,0,UPI,1,0
CUST01080,Female,63,West,46,Basic,51.27,705.9,3,73,1,1,UPI,0,1
CUST01081,Female,43,East,41,Basic,70.56,2594.44,47,43,1,1,UPI,1,0
CUST01082,Male,27,West,5,Basic,45.95,500.9,90,10,2,0,UPI,0,1
CUST01083,Male,34,West,47,Basic,113.45,633.88,27,82,4,3,PayPal,1,0
CUST01084,Female,31,South,8,Standard,72.19,3240.8,63,68,4,2,UPI,1,0
CUST01085,Female,19,East,23,Standard,37.35,3227.49,38,23,4,0,Auto-Debit,1,1
CUST01086,Male,65,South,3,Standard,47.28,1126.98,44,98,5,1,Credit Card,1,0
CUST01087,Female,30,South,44,Basic,28.29,4387.94,8,91,5,1,Auto-Debit,1,0
CUST01088,Male,44,South,37,Standard,22.78,3570.5,23,93,3,1,PayPal,0,0
CUST01089,Other,26,East,31,Standard,72.59,1642.93,6,18,3,2,PayPal,1,0
CUST01090,Male,24,East,29,Basic,53.71,1392.26,25,69,3,1,PayPal,1,0
CUST01091,Female,65,South,41,Basic,116.38,3820.57,59,55,2,2,PayPal,1,0
CUST01092,Female,27,West,20,Basic,37.13,3721.39,57,48,4,4,Credit Card,1,0
CUST01093,Female,26,West,3,Basic,99.39,914.39,58,82,5,0,UPI,1,0
CUST01094,Female,39,East,23,Premium,51.6,1876.1,16,56,3,1,Credit Card,0,0
CUST01095,Male,40,North,40,Standard,42.35,1240.05,26,94,2,0,Auto-Debit,0,0
CUST01096,Male,24,South,21,Basic,116.96,1611.89,79,10,3,1,PayPal,0,0
CUST01097,Male,65,South,13,Standard,100.26,1580.31,47,62,5,0,Credit Card,1,0
CUST01098,Male,26,North,8,Basic,83.06,4884.91,96,80,3,0,Auto-Debit,1,0
CUST01099,Female,44,East,5,Basic,89.71,3801.01,40,16,2,1,Credit Card,1,0
CUST01100,Male,41,West,25,Basic,119.14,3944.25,19,14,2,0,PayPal,1,0
CUST01101,Male,46,East,39,Standard,79.32,1531.63,78,69,3,1,Credit Card,1,0
CUST01102,Other,34,West,37,Basic,30.19,202.53,44,61,5,0,PayPal,1,0
CUST01103,Female,37,West,41,Basic,26.49,479.15,99,31,2,0,UPI,1,0
CUST01104,Female,24,East,5,Basic,86.66,2854.4,26,39,4,0,UPI,1,0
CUST01105,Other,60,South,8,Basic,85.76,1570.31,52,10,2,0,PayPal,1,0
CUST01106,Male,57,South,44,Standard,94.82,1126.18,37,12,1,3,Credit Card,1,0
